gab,gh,gbb,gso,gslg,ghbp,gsf,gip,ger,hab,hh,hbb,hso,hslg,hhbp,hsf,hip,her,boxscore
37,11,3,11,0.324,0,0,9,0,32,6,1,14,0.188,0,0,9,3,/boxes/CIN/CIN201405250.shtml
34,7,0,4,0.235,0,1,9,1,30,5,3,12,0.333,0,0,9,0,/boxes/MIA/MIA201407310.shtml
30,4,2,11,0.2,0,0,8,2,30,8,0,6,0.367,0,1,9,1,/boxes/BOS/BOS201406170.shtml
33,7,3,8,0.333,1,1,8,3,33,11,2,6,0.485,0,0,9,2,/boxes/SEA/SEA201406270.shtml
30,4,1,5,0.167,0,0,8,5,32,9,0,1,0.438,0,0,9,0,/boxes/KCA/KCA201408090.shtml
32,8,0,9,0.25,1,1,8,2,30,7,3,7,0.367,0,0,9,2,/boxes/PIT/PIT201409180.shtml
33,7,0,9,0.394,0,0,9,1,29,3,2,4,0.103,0,0,9,4,/boxes/MIL/MIL201407090.shtml
29,5,3,9,0.207,0,0,8,9,38,15,6,5,0.526,0,1,9,1,/boxes/NYN/NYN201407130.shtml
36,9,5,5,0.472,1,0,9,0,29,4,2,12,0.172,0,0,9,3,/boxes/TBA/TBA201404020.shtml
42,13,3,8,0.452,0,0,9.2,5,36,9,2,9,0.417,0,0,10,3,/boxes/PHI/PHI201404120.shtml
34,8,2,6,0.353,0,1,8,7,35,13,5,8,0.514,0,1,9,4,/boxes/BOS/BOS201404290.shtml
35,7,2,11,0.343,1,0,9,0,29,4,2,5,0.138,0,0,9,3,/boxes/OAK/OAK201409200.shtml
54,15,6,9,0.333,1,0,14,6,54,14,5,15,0.296,2,0,14,7,/boxes/MIA/MIA201406280.shtml
40,13,2,7,0.575,0,0,8,18,43,21,6,9,1.093,0,0,9,5,/boxes/ARI/ARI201405170.shtml
31,6,0,5,0.29,0,0,8,5,34,11,4,11,0.471,0,1,9,2,/boxes/CHN/CHN201404220.shtml
36,9,4,9,0.361,0,0,9,1,34,6,1,11,0.176,0,0,9,3,/boxes/CHA/CHA201408280.shtml
41,7,3,12,0.195,0,0,10,2,36,6,2,9,0.333,0,0,11,1,/boxes/CLE/CLE201408150.shtml
30,5,6,4,0.167,0,1,8,8,34,10,2,6,0.588,0,0,9,1,/boxes/COL/COL201407250.shtml
39,12,1,14,0.462,1,0,8,7,34,12,3,5,0.5,0,1,9,3,/boxes/ATL/ATL201406150.shtml
41,7,4,7,0.366,0,0,11.1,4,37,6,4,8,0.405,1,1,12,4,/boxes/CHA/CHA201409080.shtml
36,10,4,9,0.389,0,0,8,10,37,13,6,4,0.622,0,0,9,3,/boxes/CLE/CLE201405020.shtml
35,8,0,10,0.286,0,0,8,4,28,6,5,6,0.357,1,0,9,1,/boxes/SLN/SLN201409120.shtml
38,12,3,12,0.447,2,1,9,4,38,12,3,13,0.474,0,0,9,6,/boxes/CHA/CHA201409280.shtml
37,13,4,9,0.568,0,1,8,8,38,15,3,5,0.658,0,1,9,6,/boxes/DET/DET201404220.shtml
31,6,4,9,0.387,1,0,9,2,33,9,1,8,0.364,0,0,9,4,/boxes/ATL/ATL201409150.shtml
39,10,3,9,0.385,0,0,9,0,33,9,1,10,0.273,0,0,9,3,/boxes/ATL/ATL201408300.shtml
37,11,2,3,0.541,0,0,8,7,35,14,4,5,0.714,1,0,9,4,/boxes/COL/COL201408240.shtml
39,13,0,7,0.359,0,0,8.2,3,33,9,6,7,0.364,0,0,9,3,/boxes/KCA/KCA201409150.shtml
43,14,5,8,0.419,0,0,9,5,32,7,4,13,0.219,1,2,9,5,/boxes/TEX/TEX201406100.shtml
35,9,1,7,0.457,0,0,9,0,30,4,3,5,0.133,0,0,9,2,/boxes/SFN/SFN201407120.shtml
29,5,2,7,0.172,0,0,8,6,30,9,3,6,0.467,2,2,9,0,/boxes/ANA/ANA201405170.shtml
35,7,0,3,0.286,0,0,9,0,29,2,1,12,0.069,0,0,9,2,/boxes/HOU/HOU201409170.shtml
30,6,2,6,0.4,0,1,8,4,32,8,0,7,0.5,0,0,9,3,/boxes/BAL/BAL201405090.shtml
32,6,3,6,0.406,0,0,9,1,30,4,4,8,0.2,0,1,9,3,/boxes/ATL/ATL201405240.shtml
35,9,2,9,0.486,0,0,9,1,28,2,4,6,0.107,2,0,9,2,/boxes/LAN/LAN201406040.shtml
40,16,1,3,0.625,1,2,9,2,32,5,3,6,0.281,0,0,9,9,/boxes/TEX/TEX201405070.shtml
32,8,0,12,0.281,1,2,9,2,29,6,1,5,0.241,2,1,9,3,/boxes/KCA/KCA201410290.shtml
36,9,1,12,0.306,0,0,9,0,32,5,3,9,0.281,0,0,9,5,/boxes/SFN/SFN201405130.shtml
35,8,2,8,0.429,0,0,9,2,35,10,3,3,0.343,1,0,9,4,/boxes/LAN/LAN201406150.shtml
29,3,2,10,0.103,1,0,8,7,29,9,1,3,0.655,0,2,9,0,/boxes/SLN/SLN201404270.shtml
36,9,3,12,0.444,2,1,9,1,32,7,2,7,0.281,1,0,9,4,/boxes/CHA/CHA201405250.shtml
35,9,2,4,0.543,0,1,9,2,34,7,1,14,0.294,0,0,9,3,/boxes/SEA/SEA201404210.shtml
33,9,3,11,0.455,0,1,8,7,33,10,4,5,0.576,0,0,9,2,/boxes/CLE/CLE201404040.shtml
32,8,5,4,0.344,1,0,9,3,35,11,0,3,0.486,0,0,9,4,/boxes/MIA/MIA201407190.shtml
31,4,0,8,0.194,0,0,8,2,29,8,2,1,0.345,0,0,9,0,/boxes/CLE/CLE201409070.shtml
38,13,2,5,0.474,0,0,9,1,33,6,2,4,0.212,0,1,9,5,/boxes/PHI/PHI201406282.shtml
35,9,1,8,0.314,0,0,8,11,38,18,1,6,0.632,0,3,9,2,/boxes/DET/DET201405060.shtml
42,12,4,10,0.476,0,0,9,4,38,11,2,12,0.368,0,0,9,6,/boxes/CLE/CLE201406220.shtml
33,7,1,12,0.242,0,0,8,4,28,8,4,8,0.393,1,0,9,1,/boxes/ANA/ANA201407060.shtml
35,8,1,12,0.429,0,0,9,2,31,5,2,8,0.323,0,0,9,3,/boxes/LAN/LAN201405280.shtml
32,5,6,10,0.344,0,0,8,4,32,10,5,6,0.5,0,0,9,4,/boxes/SDN/SDN201409160.shtml
36,11,3,9,0.361,0,2,9,3,37,11,2,5,0.405,0,1,9,8,/boxes/BOS/BOS201408200.shtml
50,12,4,11,0.34,0,1,13,1,48,12,3,14,0.333,1,0,13,3,/boxes/ATL/ATL201406160.shtml
37,11,0,13,0.676,1,1,9,4,35,7,3,7,0.314,2,0,9,7,/boxes/ARI/ARI201406170.shtml
31,5,4,8,0.355,0,0,8,3,30,6,1,6,0.367,1,0,9,2,/boxes/PIT/PIT201407050.shtml
32,9,2,6,0.438,0,0,8,5,29,8,3,10,0.517,0,1,9,4,/boxes/DET/DET201409130.shtml
37,13,3,6,0.595,1,1,9,3,36,10,0,11,0.5,0,1,9,9,/boxes/OAK/OAK201408240.shtml
31,5,2,7,0.258,0,0,8,4,32,9,0,10,0.563,0,0,9,1,/boxes/CHN/CHN201408220.shtml
33,9,5,4,0.333,0,1,9,2,36,12,2,6,0.417,0,1,9,3,/boxes/SEA/SEA201407100.shtml
27,1,1,6,0.037,0,0,8,1,30,6,1,5,0.333,0,0,9,0,/boxes/LAN/LAN201406300.shtml
37,11,0,7,0.486,1,0,8,9,34,13,4,8,0.441,0,0,9,3,/boxes/DET/DET201407020.shtml
36,10,1,9,0.444,2,0,8,3,29,6,3,9,0.345,0,0,9,3,/boxes/BAL/BAL201407100.shtml
32,6,2,5,0.344,0,0,8,5,29,6,1,8,0.448,0,1,9,3,/boxes/BAL/BAL201408130.shtml
34,9,2,5,0.382,0,1,9,0,28,3,2,9,0.179,2,0,9,4,/boxes/ATL/ATL201409020.shtml
28,2,1,5,0.214,1,0,8,2,28,4,2,8,0.25,0,0,9,1,/boxes/ANA/ANA201405210.shtml
29,4,3,10,0.207,0,1,9,0,29,3,4,8,0.172,0,0,9,1,/boxes/SFN/SFN201404120.shtml
34,7,4,12,0.412,0,0,9,0,34,8,1,4,0.235,0,0,9,3,/boxes/TBA/TBA201406200.shtml
34,6,1,3,0.294,0,0,8,4,30,8,4,5,0.367,1,0,9,2,/boxes/KCA/KCA201404070.shtml
29,4,4,8,0.241,0,0,8,1,28,5,5,6,0.214,2,0,9,1,/boxes/KCA/KCA201410150.shtml
37,9,1,13,0.351,0,0,8,8,34,11,4,7,0.529,0,0,9,2,/boxes/WAS/WAS201406040.shtml
33,5,0,8,0.182,0,0,8,3,33,9,2,7,0.455,0,0,9,0,/boxes/CLE/CLE201409060.shtml
39,12,3,10,0.462,0,0,9,4,31,5,3,13,0.258,1,0,9,9,/boxes/SLN/SLN201405300.shtml
31,4,0,8,0.194,0,0,8,3,29,7,0,5,0.31,0,1,9,0,/boxes/NYA/NYA201408210.shtml
38,11,10,7,0.553,1,0,9,2,33,7,4,2,0.364,0,1,9,8,/boxes/KCA/KCA201405280.shtml
29,6,3,4,0.276,0,1,8,6,32,8,2,8,0.5,1,0,9,1,/boxes/HOU/HOU201406260.shtml
37,11,6,9,0.595,0,0,8,5,33,12,4,5,0.515,0,0,9,5,/boxes/CIN/CIN201407082.shtml
38,12,3,6,0.368,0,0,9,2,29,3,7,11,0.207,1,0,9,0,/boxes/WAS/WAS201404210.shtml
37,11,3,10,0.676,0,0,9,6,38,12,3,8,0.5,1,1,9,7,/boxes/MIL/MIL201407110.shtml
43,9,2,7,0.233,0,0,11.1,0,38,5,7,10,0.211,0,0,12,0,/boxes/OAK/OAK201407040.shtml
30,4,2,8,0.233,0,0,8,4,30,6,2,10,0.433,0,0,9,1,/boxes/MIL/MIL201404110.shtml
38,13,3,7,0.526,0,0,9,2,34,10,3,10,0.353,0,0,9,10,/boxes/PIT/PIT201407030.shtml
40,13,5,9,0.5,0,0,9,3,34,8,2,9,0.353,2,0,9,9,/boxes/ARI/ARI201408010.shtml
46,19,3,7,0.739,0,0,9,10,43,16,1,11,0.674,0,0,9,13,/boxes/COL/COL201406200.shtml
37,10,8,8,0.568,0,0,10,3,35,9,2,7,0.371,0,0,10,6,/boxes/MIN/MIN201409020.shtml
31,4,2,11,0.29,0,0,8,8,34,11,6,7,0.529,0,0,9,3,/boxes/CHA/CHA201405070.shtml
41,9,1,11,0.366,0,0,11,1,42,9,9,13,0.31,0,0,11,2,/boxes/KCA/KCA201408300.shtml
31,4,1,14,0.129,0,0,8,3,27,4,2,7,0.222,0,0,9,0,/boxes/CHN/CHN201405170.shtml
42,15,0,12,0.619,0,0,8,3,31,8,5,5,0.419,0,1,9,4,/boxes/CLE/CLE201404080.shtml
32,9,2,6,0.344,0,1,8,7,31,9,3,5,0.516,1,0,9,3,/boxes/WAS/WAS201406300.shtml
31,5,2,10,0.194,1,0,9,1,32,6,2,8,0.219,0,1,9,1,/boxes/CLE/CLE201404092.shtml
42,9,1,5,0.381,0,0,10.1,4,39,9,7,15,0.231,0,0,11,4,/boxes/MIA/MIA201407010.shtml
39,11,3,4,0.308,0,0,9.2,5,36,9,1,11,0.444,0,0,10,4,/boxes/TOR/TOR201408230.shtml
28,2,1,6,0.107,0,0,8.2,1,26,3,6,10,0.115,0,1,9,0,/boxes/MIA/MIA201405070.shtml
41,14,1,14,0.829,0,0,9,7,34,8,2,7,0.647,0,0,9,8,/boxes/CIN/CIN201404140.shtml
51,13,10,13,0.49,0,2,12.2,11,50,17,6,9,0.56,1,1,13,8,/boxes/CLE/CLE201405210.shtml
32,8,2,10,0.406,0,2,9,1,36,9,0,6,0.333,1,0,9,2,/boxes/NYN/NYN201408130.shtml
32,4,0,14,0.125,0,0,8,4,32,8,1,7,0.375,1,0,9,0,/boxes/DET/DET201408030.shtml
28,4,0,8,0.143,1,0,8,6,33,9,5,10,0.424,0,0,9,0,/boxes/BAL/BAL201406110.shtml
37,11,4,5,0.324,0,0,9,0,33,7,2,10,0.212,1,0,9,5,/boxes/BAL/BAL201404250.shtml
34,8,2,7,0.294,0,0,9,2,30,6,1,4,0.333,0,0,9,3,/boxes/ATL/ATL201407240.shtml
37,9,4,8,0.378,0,0,9,0,30,5,3,2,0.2,0,0,9,4,/boxes/CHA/CHA201404260.shtml
32,9,2,8,0.469,0,0,8,4,31,7,4,11,0.452,0,0,9,2,/boxes/ANA/ANA201406220.shtml
34,9,5,7,0.412,2,0,9,0,34,7,1,3,0.206,0,0,9,3,/boxes/TOR/TOR201406100.shtml
41,14,4,7,0.659,2,0,9,1,35,10,3,10,0.343,1,0,9,10,/boxes/HOU/HOU201404240.shtml
38,14,2,1,0.5,0,1,9,7,38,13,4,7,0.579,0,0,9,9,/boxes/MIN/MIN201407060.shtml
34,7,1,6,0.441,0,0,9,5,31,9,1,9,0.548,1,1,10,4,/boxes/SFN/SFN201404130.shtml
31,6,1,11,0.194,0,0,8,3,30,8,5,3,0.3,1,0,9,0,/boxes/TBA/TBA201409050.shtml
34,7,1,6,0.294,1,0,9,0,29,1,4,9,0.034,0,0,9,2,/boxes/SEA/SEA201404090.shtml
35,8,4,8,0.314,1,0,9.2,5,35,6,7,10,0.286,0,0,10,3,/boxes/CLE/CLE201406190.shtml
35,11,1,8,0.4,1,0,9,0,32,6,2,9,0.25,1,0,9,5,/boxes/ARI/ARI201405310.shtml
35,10,2,13,0.371,0,1,8,9,35,11,2,4,0.629,1,1,9,1,/boxes/ARI/ARI201407070.shtml
32,4,2,9,0.156,0,0,8,3,29,7,2,10,0.483,1,0,9,1,/boxes/NYN/NYN201404240.shtml
34,9,3,5,0.353,1,0,8,8,35,12,6,9,0.514,1,0,9,2,/boxes/CHA/CHA201406110.shtml
29,5,4,5,0.552,0,0,9,3,38,13,1,10,0.5,0,0,9,4,/boxes/NYN/NYN201405210.shtml
30,3,3,3,0.133,0,0,8,5,32,8,4,5,0.281,0,0,9,0,/boxes/OAK/OAK201406140.shtml
34,9,6,2,0.441,0,1,9,1,27,6,2,5,0.222,1,1,9,5,/boxes/SLN/SLN201407100.shtml
35,9,4,7,0.457,0,0,8,5,33,10,3,6,0.424,0,0,9,4,/boxes/MIA/MIA201405010.shtml
36,8,2,8,0.333,0,0,9,2,32,5,1,4,0.188,0,0,9,4,/boxes/TBA/TBA201408170.shtml
35,7,1,8,0.371,0,0,8,10,33,11,7,3,0.606,0,0,9,3,/boxes/BOS/BOS201406130.shtml
34,9,4,6,0.382,0,0,8,7,33,12,2,4,0.515,0,2,9,3,/boxes/COL/COL201405020.shtml
31,4,1,8,0.419,0,0,9,1,30,5,5,7,0.233,0,0,9,3,/boxes/ATL/ATL201405030.shtml
30,6,0,8,0.333,0,0,8.1,3,29,5,1,9,0.345,0,0,9,1,/boxes/OAK/OAK201405280.shtml
32,8,1,7,0.406,0,0,9,0,35,8,1,5,0.314,2,0,9,2,/boxes/NYN/NYN201409140.shtml
30,10,7,8,0.467,1,1,9,1,32,5,4,10,0.188,0,0,9,4,/boxes/CHA/CHA201405310.shtml
30,5,2,4,0.167,2,1,8.2,1,30,5,1,5,0.267,1,0,9,0,/boxes/PIT/PIT201405060.shtml
32,5,2,9,0.281,0,0,9,0,31,3,5,12,0.097,0,0,9,1,/boxes/CIN/CIN201403310.shtml
45,19,3,7,0.644,1,0,9,0,27,2,2,9,0.074,0,0,9,9,/boxes/COL/COL201407040.shtml
36,10,3,10,0.611,0,0,9,4,34,8,0,9,0.441,0,0,9,5,/boxes/BAL/BAL201406280.shtml
29,3,1,8,0.103,0,0,8,2,33,9,1,7,0.303,1,1,9,0,/boxes/WAS/WAS201404260.shtml
30,4,3,9,0.233,0,1,9,0,34,8,0,8,0.235,0,0,9,2,/boxes/SDN/SDN201405210.shtml
38,12,2,10,0.526,1,1,9,5,33,9,5,8,0.515,0,0,9,8,/boxes/MIN/MIN201409060.shtml
42,13,6,10,0.429,0,1,10,6,39,11,6,4,0.436,0,1,10,6,/boxes/MIN/MIN201409050.shtml
31,7,2,8,0.258,0,0,9,1,31,6,0,9,0.194,0,1,9,2,/boxes/SDN/SDN201406270.shtml
33,8,3,5,0.364,0,0,9,1,33,5,2,10,0.303,0,0,9,5,/boxes/CHN/CHN201404240.shtml
34,7,2,8,0.265,1,0,8,6,36,11,3,5,0.472,0,0,9,3,/boxes/NYA/NYA201406180.shtml
35,9,2,8,0.4,0,0,8,7,32,10,2,4,0.531,0,0,9,2,/boxes/KCA/KCA201410220.shtml
35,9,0,13,0.457,0,0,8,8,32,8,7,5,0.438,2,0,9,2,/boxes/ATL/ATL201407200.shtml
29,5,4,5,0.172,0,0,8,1,31,9,1,7,0.323,1,0,9,0,/boxes/NYA/NYA201408070.shtml
31,4,0,13,0.161,0,0,9,0,30,3,0,15,0.1,0,0,9,1,/boxes/ATL/ATL201404220.shtml
34,9,4,10,0.412,1,1,9,4,36,10,1,8,0.278,0,0,9,5,/boxes/TEX/TEX201408150.shtml
35,8,4,6,0.257,1,0,8,4,28,6,7,5,0.357,1,2,9,3,/boxes/CHN/CHN201404060.shtml
34,9,1,7,0.353,0,1,8,5,33,9,3,4,0.485,0,0,9,4,/boxes/SLN/SLN201409130.shtml
29,5,2,12,0.207,1,0,8,1,24,1,2,5,0.042,0,1,9,0,/boxes/SDN/SDN201406300.shtml
33,7,1,12,0.303,0,0,8.2,3,37,11,7,10,0.297,1,1,9,2,/boxes/WAS/WAS201404200.shtml
30,7,7,9,0.367,1,1,8,6,31,10,7,7,0.452,0,0,9,3,/boxes/PHI/PHI201404110.shtml
30,4,2,8,0.167,0,0,8,1,27,8,1,7,0.296,0,0,9,0,/boxes/PHI/PHI201404170.shtml
32,6,4,9,0.219,1,0,8,5,32,11,3,8,0.5,1,2,9,1,/boxes/CHN/CHN201405200.shtml
29,6,7,5,0.241,0,0,9,2,36,9,3,11,0.333,0,0,9,4,/boxes/ARI/ARI201409170.shtml
34,7,3,8,0.324,1,0,8,7,36,14,1,9,0.861,0,0,9,4,/boxes/NYA/NYA201404120.shtml
34,8,1,6,0.265,0,0,8,4,33,12,3,5,0.576,0,0,9,1,/boxes/BOS/BOS201406120.shtml
39,10,1,16,0.385,0,0,9.1,4,30,3,4,8,0.133,0,0,10,3,/boxes/BOS/BOS201407100.shtml
40,15,9,9,0.65,1,2,9,3,34,9,1,11,0.5,1,1,9,14,/boxes/ANA/ANA201405040.shtml
42,10,2,11,0.452,1,0,11,3,41,13,1,9,0.488,0,0,11,3,/boxes/BAL/BAL201406060.shtml
44,13,9,8,0.409,1,1,12,5,44,9,2,7,0.295,2,0,12,4,/boxes/PHI/PHI201408230.shtml
62,15,6,17,0.306,2,0,15.1,3,52,8,9,15,0.154,3,0,16,3,/boxes/PIT/PIT201404020.shtml
32,6,2,9,0.375,1,1,8,14,38,15,1,5,0.737,0,1,9,3,/boxes/ARI/ARI201408090.shtml
36,11,2,6,0.528,1,0,8,7,34,13,4,8,0.647,0,0,9,3,/boxes/TOR/TOR201407220.shtml
35,9,4,11,0.286,1,1,8,4,29,9,5,5,0.517,1,1,9,2,/boxes/LAN/LAN201405100.shtml
33,8,1,8,0.424,0,1,8,5,26,4,8,9,0.346,1,0,9,2,/boxes/MIN/MIN201404260.shtml
33,9,1,5,0.424,0,0,9,0,29,3,2,8,0.103,0,0,9,4,/boxes/ARI/ARI201406220.shtml
35,8,3,9,0.314,0,0,8,6,31,7,4,8,0.484,1,0,9,5,/boxes/SEA/SEA201404270.shtml
29,4,2,5,0.241,0,0,8,4,30,9,2,7,0.5,0,0,9,1,/boxes/MIL/MIL201408090.shtml
34,8,2,9,0.353,0,0,9,1,35,8,0,10,0.314,0,0,9,2,/boxes/SEA/SEA201408300.shtml
38,10,0,14,0.368,0,0,9,3,34,9,6,7,0.5,0,0,9,1,/boxes/TBA/TBA201406040.shtml
34,8,1,9,0.529,1,0,9,1,34,7,3,17,0.324,0,0,9,5,/boxes/TOR/TOR201407180.shtml
36,11,1,10,0.417,0,0,9,4,33,8,1,5,0.515,0,0,9,5,/boxes/SEA/SEA201406250.shtml
47,13,3,11,0.447,1,0,11.1,6,49,18,5,12,0.551,0,0,12,6,/boxes/COL/COL201409060.shtml
31,4,5,2,0.258,0,0,9,2,33,9,2,10,0.455,0,0,9,3,/boxes/BAL/BAL201409130.shtml
34,7,3,5,0.618,1,0,9,5,39,13,2,8,0.436,0,0,9,7,/boxes/TEX/TEX201409050.shtml
33,8,3,7,0.333,1,1,9,1,32,6,3,14,0.188,0,0,9,4,/boxes/PHI/PHI201409110.shtml
34,7,2,9,0.353,0,0,8,4,32,11,3,4,0.438,0,1,9,4,/boxes/ARI/ARI201404010.shtml
30,6,2,12,0.233,0,0,8,2,27,5,1,7,0.222,1,0,9,0,/boxes/ATL/ATL201405100.shtml
30,4,2,11,0.333,0,0,8,4,31,8,1,8,0.387,0,1,9,1,/boxes/DET/DET201407090.shtml
33,8,4,9,0.424,0,0,8,5,35,10,2,6,0.571,1,0,9,4,/boxes/ARI/ARI201407310.shtml
32,8,7,2,0.375,0,0,8,12,42,21,2,1,0.786,1,1,9,1,/boxes/COL/COL201405060.shtml
30,7,5,7,0.3,1,1,9,1,31,5,2,8,0.226,0,0,9,1,/boxes/KCA/KCA201407290.shtml
43,18,3,11,0.837,0,1,9,6,38,11,2,7,0.553,0,0,9,17,/boxes/TEX/TEX201406090.shtml
34,9,0,8,0.353,0,0,9,1,32,5,1,13,0.281,0,0,9,2,/boxes/DET/DET201406180.shtml
32,9,2,5,0.344,0,0,8,8,35,13,4,7,0.829,0,1,9,2,/boxes/COL/COL201405050.shtml
40,14,6,9,0.425,0,0,9,4,39,13,1,8,0.487,1,0,9,7,/boxes/MIL/MIL201408060.shtml
30,4,2,3,0.267,1,0,8,8,37,14,3,7,0.649,0,0,9,1,/boxes/COL/COL201407260.shtml
36,12,2,3,0.472,0,0,9,2,34,7,3,9,0.353,0,0,9,4,/boxes/BOS/BOS201407290.shtml
35,9,3,6,0.286,1,0,8,12,38,16,4,7,0.579,1,0,9,1,/boxes/CLE/CLE201408010.shtml
34,8,1,9,0.324,0,0,8,3,29,7,1,5,0.517,0,1,9,3,/boxes/PHI/PHI201408260.shtml
39,14,7,6,0.513,0,0,9,2,32,7,3,8,0.344,0,0,9,9,/boxes/DET/DET201405220.shtml
33,8,2,5,0.394,0,0,8,7,38,15,3,2,0.5,0,0,9,5,/boxes/DET/DET201409080.shtml
37,7,1,6,0.405,1,0,9.1,3,32,5,0,7,0.188,3,1,10,2,/boxes/BAL/BAL201407110.shtml
39,12,2,9,0.487,0,0,8,7,35,11,3,9,0.571,2,0,9,2,/boxes/CHN/CHN201407250.shtml
40,13,4,9,0.4,0,1,9,2,31,5,5,10,0.258,1,0,9,3,/boxes/WAS/WAS201404050.shtml
36,9,1,8,0.361,0,0,8,3,28,6,0,5,0.357,1,0,9,2,/boxes/SLN/SLN201408030.shtml
34,8,1,4,0.382,1,0,8,7,32,10,2,6,0.469,0,1,9,3,/boxes/KCA/KCA201404090.shtml
34,8,2,9,0.235,1,1,8,5,29,6,4,7,0.448,0,1,9,2,/boxes/TOR/TOR201405130.shtml
33,7,3,8,0.242,1,0,8,3,34,11,5,8,0.559,0,0,9,1,/boxes/TOR/TOR201406060.shtml
31,6,5,4,0.323,0,1,9,1,34,7,2,11,0.235,0,0,9,3,/boxes/SEA/SEA201404120.shtml
33,7,2,7,0.424,0,1,8,5,32,10,1,6,0.656,0,0,9,3,/boxes/KCA/KCA201407250.shtml
38,10,6,5,0.421,0,0,9.2,4,42,16,1,7,0.429,0,0,10,4,/boxes/COL/COL201406070.shtml
43,20,0,6,0.651,0,2,9,3,32,7,2,12,0.313,0,1,9,9,/boxes/KCA/KCA201408120.shtml
34,8,3,9,0.382,0,0,8,2,30,7,1,9,0.367,0,0,9,1,/boxes/COL/COL201407080.shtml
32,5,0,10,0.313,0,0,8,3,29,8,4,5,0.414,0,0,9,2,/boxes/OAK/OAK201406190.shtml
34,7,1,7,0.294,0,0,9,1,31,6,3,4,0.226,0,1,9,3,/boxes/SFN/SFN201410060.shtml
36,10,1,13,0.444,0,0,8,5,31,7,3,9,0.258,1,0,9,4,/boxes/ATL/ATL201407010.shtml
30,8,4,7,0.367,0,0,9,2,30,6,0,1,0.367,2,0,9,3,/boxes/SLN/SLN201406180.shtml
29,3,0,6,0.138,0,0,8,14,40,16,5,7,0.875,0,1,9,1,/boxes/TBA/TBA201404190.shtml
37,10,7,9,0.459,0,0,9,2,31,7,3,6,0.258,0,0,9,10,/boxes/PHI/PHI201406020.shtml
39,12,5,6,0.487,0,0,8,6,30,7,6,10,0.433,0,0,9,3,/boxes/NYN/NYN201407040.shtml
38,8,4,11,0.316,0,0,10,4,41,11,6,15,0.293,1,0,11,4,/boxes/HOU/HOU201405020.shtml
40,13,0,7,0.625,0,0,9,1,29,3,2,13,0.207,0,1,9,5,/boxes/NYN/NYN201404020.shtml
35,9,2,5,0.371,1,0,9,2,29,4,3,3,0.241,0,0,9,4,/boxes/OAK/OAK201405050.shtml
33,5,2,11,0.333,1,0,8,6,33,9,8,7,0.576,0,0,9,3,/boxes/CIN/CIN201407130.shtml
45,18,6,6,0.644,0,0,9,1,39,11,2,10,0.308,0,0,9,13,/boxes/HOU/HOU201407010.shtml
36,11,2,5,0.556,0,0,9,2,36,9,2,10,0.417,0,0,9,5,/boxes/NYN/NYN201407050.shtml
31,6,1,6,0.29,0,1,8,5,34,11,1,6,0.5,0,1,9,2,/boxes/NYA/NYA201409060.shtml
33,9,3,1,0.606,1,0,9,2,33,7,2,7,0.455,0,0,9,4,/boxes/COL/COL201406030.shtml
30,7,6,7,0.267,1,1,9,1,31,5,0,7,0.29,0,0,9,4,/boxes/NYA/NYA201408100.shtml
28,3,2,9,0.107,1,0,8,1,25,3,1,6,0.12,0,0,9,0,/boxes/CIN/CIN201409110.shtml
33,8,2,3,0.273,0,0,8,5,31,8,4,6,0.419,0,0,9,3,/boxes/WAS/WAS201405180.shtml
29,2,2,12,0.069,0,0,8,8,34,14,2,7,0.559,0,2,9,0,/boxes/TEX/TEX201405090.shtml
34,7,3,7,0.324,2,0,9,3,33,7,2,8,0.424,1,0,9,4,/boxes/TEX/TEX201409110.shtml
32,7,6,10,0.313,0,1,8,4,32,8,6,9,0.375,1,0,9,1,/boxes/SEA/SEA201409080.shtml
33,7,2,6,0.424,0,0,9,0,33,7,5,13,0.212,0,0,9,3,/boxes/SEA/SEA201409140.shtml
38,10,4,7,0.368,0,0,9,3,30,5,3,13,0.3,0,1,9,3,/boxes/CHN/CHN201404230.shtml
32,5,1,11,0.531,0,0,8.1,3,33,6,3,7,0.212,0,1,9,5,/boxes/NYA/NYA201409250.shtml
35,11,3,10,0.429,2,0,9,3,31,7,2,10,0.355,1,0,9,4,/boxes/SLN/SLN201407200.shtml
34,10,7,10,0.529,0,1,9,2,31,7,5,4,0.323,0,0,9,6,/boxes/CIN/CIN201406090.shtml
31,7,1,6,0.258,1,0,8,3,28,5,5,7,0.214,0,0,9,1,/boxes/CHN/CHN201409170.shtml
33,8,3,8,0.242,1,0,8,3,32,11,5,5,0.5,0,1,9,2,/boxes/CIN/CIN201404290.shtml
32,6,4,8,0.344,0,0,9,1,36,11,0,7,0.361,0,0,9,3,/boxes/CIN/CIN201409260.shtml
31,5,3,8,0.258,2,0,8,3,28,8,2,8,0.429,2,1,9,2,/boxes/PIT/PIT201405240.shtml
35,9,5,8,0.4,1,0,9,3,31,5,5,13,0.226,0,0,9,4,/boxes/HOU/HOU201404290.shtml
38,12,9,6,0.553,0,0,9,3,34,8,7,7,0.441,1,0,9,11,/boxes/CLE/CLE201405180.shtml
39,13,1,7,0.385,0,0,8,7,32,9,3,5,0.531,0,0,9,1,/boxes/NYN/NYN201407280.shtml
36,9,3,6,0.472,0,1,9,3,32,7,4,6,0.344,1,0,9,8,/boxes/TEX/TEX201409090.shtml
