gab,gh,gbb,gso,gslg,ghbp,gsf,gip,ger,hab,hh,hbb,hso,hslg,hhbp,hsf,hip,her,boxscore
32,9,5,6,0.344,1,0,9,1,32,5,2,6,0.281,0,0,9,6,/boxes/PHI/PHI201404290.shtml
31,4,1,4,0.129,0,1,8,7,35,12,1,7,0.457,0,0,9,0,/boxes/KCA/KCA201409130.shtml
38,11,2,6,0.421,0,0,8,7,33,13,4,4,0.636,1,1,9,1,/boxes/MIA/MIA201404180.shtml
38,11,2,7,0.447,1,0,9,3,37,9,4,5,0.351,0,0,9,6,/boxes/ARI/ARI201408020.shtml
32,8,2,12,0.469,0,0,8.1,4,32,7,3,4,0.344,0,1,9,4,/boxes/LAN/LAN201408050.shtml
34,11,2,6,0.471,1,0,9,5,35,8,2,6,0.371,0,0,9,7,/boxes/MIN/MIN201408190.shtml
36,10,0,11,0.417,0,1,8,6,32,8,3,8,0.406,1,0,9,4,/boxes/TBA/TBA201407250.shtml
40,9,6,10,0.375,2,0,10.1,5,46,16,6,13,0.522,0,0,11,4,/boxes/NYN/NYN201405110.shtml
32,5,4,11,0.188,0,0,8.1,1,31,6,2,4,0.226,0,0,9,0,/boxes/TBA/TBA201405230.shtml
32,5,3,7,0.156,0,0,8,1,26,2,7,8,0.115,1,0,9,0,/boxes/CHA/CHA201407060.shtml
35,12,3,3,0.6,1,0,9,3,34,11,0,9,0.324,1,0,9,9,/boxes/ARI/ARI201406160.shtml
33,10,1,7,0.424,2,0,9,2,29,6,3,7,0.276,1,1,9,6,/boxes/BOS/BOS201409230.shtml
34,8,4,10,0.294,0,0,9,0,33,6,3,8,0.212,0,0,9,2,/boxes/CHN/CHN201404180.shtml
36,12,2,9,0.611,0,0,9,4,36,11,1,9,0.472,0,0,9,6,/boxes/CLE/CLE201406200.shtml
28,3,3,6,0.214,0,0,8,2,30,7,4,9,0.3,0,0,9,1,/boxes/SEA/SEA201405260.shtml
36,10,4,4,0.5,0,0,9,1,32,5,0,10,0.219,0,0,9,6,/boxes/ATL/ATL201405210.shtml
40,14,2,7,0.525,0,1,9,4,35,11,2,5,0.486,0,2,9,6,/boxes/SFN/SFN201405160.shtml
35,10,1,3,0.371,0,0,8,2,30,8,0,6,0.467,1,0,9,1,/boxes/KCA/KCA201409020.shtml
38,8,2,11,0.421,2,0,9.2,9,36,9,7,11,0.444,1,0,10,6,/boxes/CIN/CIN201409270.shtml
37,15,3,3,0.757,2,1,9,3,34,8,0,7,0.294,0,1,9,10,/boxes/KCA/KCA201407270.shtml
39,14,1,6,0.564,1,0,9,3,37,12,3,11,0.378,0,0,9,4,/boxes/WAS/WAS201405060.shtml
34,8,5,4,0.5,1,1,9,2,35,9,1,5,0.286,0,0,9,4,/boxes/ATL/ATL201409200.shtml
33,6,7,11,0.212,0,0,8.2,5,33,9,2,7,0.606,1,0,9,3,/boxes/MIA/MIA201405040.shtml
29,5,2,7,0.207,0,0,8,1,27,5,1,7,0.185,0,0,9,0,/boxes/LAN/LAN201406260.shtml
33,8,3,5,0.424,0,0,9,0,30,4,2,8,0.167,0,0,9,4,/boxes/TOR/TOR201406290.shtml
41,15,4,9,0.61,0,0,9,3,35,9,0,9,0.571,0,0,9,4,/boxes/BOS/BOS201404220.shtml
35,8,2,12,0.371,0,0,8,2,26,5,2,3,0.231,0,0,9,0,/boxes/KCA/KCA201406080.shtml
34,7,2,8,0.235,1,0,8,12,32,13,6,4,0.594,1,1,9,2,/boxes/SLN/SLN201408302.shtml
36,10,0,7,0.306,0,1,8,10,33,12,4,7,0.576,0,1,9,3,/boxes/PHI/PHI201408060.shtml
37,11,3,6,0.405,0,0,9,1,30,5,1,4,0.2,0,1,9,3,/boxes/NYN/NYN201406110.shtml
41,15,2,1,0.537,0,0,9,5,36,11,2,7,0.472,0,2,9,9,/boxes/MIN/MIN201404250.shtml
29,3,1,11,0.207,0,0,8,2,31,9,0,10,0.323,0,1,9,1,/boxes/LAN/LAN201407100.shtml
31,5,4,11,0.29,0,0,9,0,28,2,1,10,0.071,0,0,9,2,/boxes/BOS/BOS201406300.shtml
29,6,3,10,0.207,0,0,8,6,35,11,1,7,0.371,0,0,9,0,/boxes/TEX/TEX201406110.shtml
29,5,5,3,0.414,0,0,8,4,32,9,2,8,0.313,0,0,9,3,/boxes/ATL/ATL201408160.shtml
36,11,4,10,0.556,1,1,9,2,33,7,1,5,0.242,0,0,9,5,/boxes/DET/DET201406080.shtml
33,8,1,5,0.364,0,1,8,4,30,8,3,5,0.267,0,1,9,4,/boxes/PHI/PHI201408220.shtml
33,6,3,9,0.242,1,0,8,8,39,16,2,7,0.462,1,0,9,2,/boxes/ANA/ANA201408260.shtml
36,10,2,11,0.444,1,0,9,1,34,7,4,6,0.235,0,0,9,6,/boxes/OAK/OAK201409170.shtml
37,10,3,14,0.432,1,0,9,2,28,3,2,6,0.179,0,1,9,7,/boxes/NYA/NYA201406010.shtml
32,9,3,5,0.281,0,1,8.2,2,31,6,2,12,0.29,0,0,9,1,/boxes/CHN/CHN201406030.shtml
32,5,1,3,0.156,0,0,8,3,30,6,0,5,0.3,0,0,9,0,/boxes/COL/COL201404190.shtml
35,8,0,16,0.4,0,0,8,6,30,7,0,4,0.733,0,1,9,2,/boxes/LAN/LAN201404060.shtml
38,12,2,0,0.474,0,1,9,2,35,9,1,10,0.4,0,0,9,5,/boxes/BAL/BAL201406150.shtml
40,11,2,8,0.375,1,1,10,2,36,8,1,7,0.306,0,1,10,2,/boxes/LAN/LAN201404220.shtml
33,6,2,9,0.182,0,0,8,4,34,12,3,7,0.441,0,1,9,1,/boxes/TOR/TOR201407190.shtml
29,4,6,7,0.276,0,0,9,1,32,6,7,9,0.219,0,0,9,2,/boxes/BOS/BOS201405011.shtml
38,13,2,5,0.447,0,0,9,1,30,4,1,8,0.167,0,0,9,5,/boxes/SDN/SDN201409040.shtml
47,13,6,15,0.404,0,0,11.2,9,44,15,3,8,0.409,0,1,12,8,/boxes/KCA/KCA201409300.shtml
27,0,1,10,0,0,0,8,1,32,11,0,5,0.5,0,0,9,0,/boxes/WAS/WAS201409280.shtml
38,13,3,8,0.395,0,1,9,4,36,11,2,11,0.333,0,1,9,3,/boxes/CHN/CHN201409180.shtml
30,7,3,7,0.467,0,0,8,6,34,12,3,5,0.588,0,0,9,2,/boxes/CLE/CLE201405200.shtml
32,6,0,5,0.281,0,1,8,5,34,10,4,6,0.412,0,1,9,2,/boxes/ANA/ANA201407070.shtml
38,9,0,10,0.474,1,0,9.2,3,36,8,5,10,0.389,1,0,10,4,/boxes/NYA/NYA201408240.shtml
31,4,4,10,0.194,1,0,8,8,32,8,3,12,0.5,1,1,9,2,/boxes/BAL/BAL201409160.shtml
38,16,8,4,0.579,1,2,9,0,30,3,0,12,0.1,0,0,9,7,/boxes/HOU/HOU201407130.shtml
34,9,1,4,0.412,2,0,9,1,27,2,1,5,0.185,0,0,9,3,/boxes/NYN/NYN201408010.shtml
32,6,4,11,0.219,0,0,9,1,30,6,3,6,0.333,0,0,10,0,/boxes/PIT/PIT201403310.shtml
29,3,0,9,0.172,1,0,8,3,31,9,10,5,0.452,0,0,9,0,/boxes/WAS/WAS201409261.shtml
29,3,1,13,0.138,0,0,8,2,30,6,3,9,0.267,0,0,9,0,/boxes/WAS/WAS201408030.shtml
33,5,2,9,0.182,0,1,8,4,32,8,2,5,0.438,0,0,9,0,/boxes/NYA/NYA201408060.shtml
30,4,0,8,0.133,0,0,8,4,33,7,2,6,0.394,0,0,9,0,/boxes/ARI/ARI201408220.shtml
34,10,6,6,0.441,0,1,9,3,39,11,1,9,0.359,1,0,9,6,/boxes/NYA/NYA201409200.shtml
34,10,2,4,0.353,0,1,8,4,33,8,1,7,0.273,0,0,9,3,/boxes/OAK/OAK201408020.shtml
32,6,2,13,0.25,1,1,8,5,32,9,3,5,0.5,1,0,9,2,/boxes/PIT/PIT201408260.shtml
33,7,1,6,0.394,1,0,9,1,33,7,1,10,0.303,0,0,9,5,/boxes/SDN/SDN201405220.shtml
33,10,3,6,0.455,2,0,9,1,34,6,5,8,0.206,1,0,9,5,/boxes/PIT/PIT201404180.shtml
38,13,3,1,0.474,0,0,9,2,28,8,3,2,0.393,0,2,9,3,/boxes/COL/COL201404060.shtml
31,3,1,6,0.097,0,0,9,0,32,5,1,7,0.188,2,0,9,0,/boxes/BAL/BAL201404110.shtml
33,11,3,1,0.455,0,0,9,2,33,6,3,9,0.273,2,0,9,6,/boxes/MIN/MIN201407180.shtml
50,13,2,15,0.4,3,0,13,0,44,6,5,8,0.136,0,1,13,5,/boxes/NYN/NYN201406120.shtml
33,7,3,7,0.394,0,1,9,1,31,4,3,12,0.258,0,0,9,4,/boxes/HOU/HOU201404150.shtml
33,8,1,11,0.303,0,0,8.1,3,32,10,5,6,0.406,1,0,9,2,/boxes/TEX/TEX201404010.shtml
30,3,3,8,0.133,0,0,8,6,36,12,3,4,0.583,1,0,9,0,/boxes/OAK/OAK201405090.shtml
35,10,3,8,0.429,0,0,9,0,32,5,2,9,0.188,0,0,9,5,/boxes/ATL/ATL201409190.shtml
31,4,2,9,0.194,0,0,8,7,34,10,4,4,0.676,0,1,9,0,/boxes/BAL/BAL201406300.shtml
39,12,2,7,0.641,1,0,9,6,37,11,3,7,0.351,1,0,9,8,/boxes/PIT/PIT201404190.shtml
37,10,4,11,0.514,0,0,9,2,31,5,1,14,0.29,0,0,9,5,/boxes/SEA/SEA201404220.shtml
31,6,2,10,0.323,0,0,8,2,28,5,4,3,0.179,0,1,9,1,/boxes/SDN/SDN201408120.shtml
43,8,4,8,0.233,0,0,11.1,3,46,13,1,17,0.37,0,0,12,1,/boxes/CHN/CHN201408100.shtml
37,11,1,8,0.351,0,0,9,1,30,6,4,7,0.233,0,1,9,4,/boxes/MIL/MIL201405140.shtml
34,9,7,5,0.412,0,0,9,0,29,2,4,13,0.069,1,0,9,5,/boxes/NYN/NYN201406140.shtml
35,8,2,6,0.371,0,0,8,5,32,11,4,9,0.375,0,0,9,4,/boxes/WAS/WAS201408150.shtml
37,11,0,10,0.378,0,0,9,2,33,6,0,7,0.273,0,0,9,5,/boxes/MIA/MIA201409180.shtml
40,16,4,10,0.55,0,0,9,2,33,6,2,9,0.303,0,0,9,7,/boxes/TOR/TOR201404040.shtml
32,4,2,9,0.156,0,0,8,5,32,11,5,7,0.375,0,0,9,0,/boxes/WAS/WAS201409270.shtml
34,9,2,10,0.441,0,0,8,5,33,12,4,6,0.455,1,1,9,1,/boxes/MIL/MIL201405130.shtml
30,5,4,9,0.333,0,1,8,3,25,4,7,9,0.32,0,0,9,2,/boxes/BOS/BOS201404090.shtml
30,3,1,9,0.133,1,0,8,4,31,7,3,7,0.323,0,0,9,0,/boxes/SDN/SDN201409190.shtml
34,8,2,7,0.324,2,0,9,1,32,7,1,6,0.219,0,0,9,5,/boxes/KCA/KCA201404060.shtml
36,10,2,5,0.306,1,0,9,2,31,5,0,7,0.258,0,0,9,3,/boxes/MIA/MIA201408130.shtml
38,10,2,10,0.316,0,0,8,9,35,13,7,4,0.686,0,1,9,6,/boxes/OAK/OAK201407230.shtml
37,11,2,8,0.541,0,1,9,1,33,7,1,4,0.303,0,0,9,5,/boxes/BOS/BOS201405170.shtml
30,4,3,10,0.267,0,0,8,2,29,6,1,5,0.414,0,0,9,1,/boxes/CIN/CIN201405110.shtml
32,8,1,6,0.5,1,1,9,1,28,3,3,11,0.214,1,0,9,6,/boxes/MIL/MIL201404150.shtml
36,13,1,8,0.417,0,0,8,9,35,12,2,6,0.629,0,0,9,1,/boxes/NYN/NYN201409160.shtml
35,8,1,7,0.4,0,1,8,6,34,13,6,11,0.529,0,1,9,5,/boxes/OAK/OAK201406170.shtml
35,9,4,8,0.457,0,1,9,1,32,7,1,3,0.281,2,0,9,5,/boxes/SLN/SLN201406200.shtml
37,11,2,9,0.378,0,1,8,6,34,12,1,8,0.441,0,1,9,3,/boxes/KCA/KCA201408140.shtml
33,6,1,5,0.364,0,0,8,3,30,6,3,10,0.3,0,0,9,2,/boxes/ARI/ARI201407200.shtml
32,5,2,13,0.281,0,0,8,4,28,7,4,2,0.357,0,0,9,1,/boxes/CIN/CIN201407090.shtml
31,7,8,9,0.419,0,2,9,6,33,8,9,8,0.333,0,0,9,8,/boxes/ATL/ATL201405260.shtml
34,10,5,6,0.324,0,1,9,2,31,6,3,9,0.29,1,0,9,2,/boxes/TEX/TEX201406080.shtml
31,4,5,7,0.194,0,0,9.1,3,37,8,2,9,0.324,3,0,10,2,/boxes/BOS/BOS201405300.shtml
31,7,3,5,0.226,1,1,8,6,34,11,2,4,0.471,0,0,9,2,/boxes/ANA/ANA201408120.shtml
30,4,3,8,0.233,0,0,9,1,30,6,1,7,0.333,0,0,9,3,/boxes/SDN/SDN201404170.shtml
35,10,9,9,0.571,0,0,9,3,33,9,0,7,0.455,1,0,9,7,/boxes/LAN/LAN201408030.shtml
41,14,3,12,0.537,1,0,9,4,32,7,2,5,0.438,1,0,9,10,/boxes/TOR/TOR201404240.shtml
41,14,1,6,0.439,0,0,9,5,34,10,3,5,0.5,2,0,9,6,/boxes/SLN/SLN201407050.shtml
31,7,2,11,0.387,0,0,8,4,30,6,1,5,0.367,0,0,9,2,/boxes/MIL/MIL201406140.shtml
30,6,3,6,0.233,0,0,8,7,37,13,1,8,0.486,0,0,9,1,/boxes/BAL/BAL201404140.shtml
35,8,4,12,0.314,0,0,9,4,36,10,2,11,0.5,0,0,9,6,/boxes/LAN/LAN201404040.shtml
35,8,4,4,0.257,0,1,9,0,30,4,1,7,0.133,1,0,9,2,/boxes/SLN/SLN201410110.shtml
28,0,0,15,0,0,0,8,7,30,9,6,3,0.467,0,1,9,0,/boxes/LAN/LAN201406180.shtml
36,9,4,6,0.528,1,0,9,3,31,6,2,8,0.258,2,0,9,6,/boxes/DET/DET201407040.shtml
35,9,1,4,0.429,1,1,8,10,33,10,9,10,0.485,1,1,9,3,/boxes/BOS/BOS201409240.shtml
43,19,5,6,0.884,1,1,9,3,31,7,3,4,0.387,0,1,9,13,/boxes/COL/COL201404080.shtml
50,8,3,12,0.18,0,0,15,1,46,6,5,18,0.217,1,0,15,2,/boxes/CIN/CIN201407280.shtml
34,11,7,7,0.471,1,2,9,6,36,10,1,8,0.444,0,0,9,7,/boxes/CHN/CHN201404080.shtml
39,12,6,7,0.359,0,0,8,7,33,10,4,8,0.485,0,0,9,4,/boxes/ANA/ANA201407090.shtml
36,10,3,7,0.417,0,1,9,7,40,13,2,4,0.6,0,0,9,9,/boxes/MIL/MIL201407080.shtml
35,9,3,5,0.343,1,0,8,5,29,6,1,10,0.345,1,1,9,2,/boxes/SFN/SFN201404260.shtml
36,12,3,5,0.5,1,0,9,6,36,12,4,6,0.556,0,0,9,8,/boxes/CHA/CHA201408020.shtml
32,6,3,7,0.25,0,1,9,1,34,9,2,9,0.353,0,0,9,2,/boxes/COL/COL201407030.shtml
40,12,2,7,0.4,0,1,11,3,36,7,6,9,0.25,3,1,11,5,/boxes/SLN/SLN201404110.shtml
31,6,5,8,0.258,0,0,9,0,32,6,1,10,0.188,0,0,9,2,/boxes/KCA/KCA201406240.shtml
33,7,1,10,0.424,0,0,8,2,22,1,9,10,0.045,1,1,9,2,/boxes/SDN/SDN201406040.shtml
32,7,2,9,0.281,0,0,9,1,33,6,1,10,0.242,0,0,9,3,/boxes/CHA/CHA201409260.shtml
33,6,3,5,0.242,0,0,9,0,31,5,0,15,0.194,1,0,9,3,/boxes/CHN/CHN201408090.shtml
30,4,2,7,0.2,0,0,8,2,29,8,3,6,0.448,0,0,9,0,/boxes/SDN/SDN201407040.shtml
32,6,3,3,0.219,2,0,8,6,33,9,1,11,0.515,0,0,9,2,/boxes/HOU/HOU201404010.shtml
34,7,2,10,0.382,0,0,8,5,28,4,5,4,0.179,1,1,9,3,/boxes/NYN/NYN201408160.shtml
29,5,2,9,0.241,0,0,8,2,32,7,4,10,0.344,0,0,9,1,/boxes/SDN/SDN201408260.shtml
34,7,1,11,0.235,0,0,9,0,31,5,6,9,0.226,0,0,9,3,/boxes/TBA/TBA201406090.shtml
34,7,4,9,0.324,0,0,8,4,28,7,3,0,0.464,1,1,9,3,/boxes/NYA/NYA201408230.shtml
35,9,0,9,0.4,1,1,8,7,35,13,4,7,0.6,1,0,9,5,/boxes/SLN/SLN201404080.shtml
35,9,4,8,0.486,0,1,9,0,33,6,3,9,0.273,0,0,9,4,/boxes/SFN/SFN201405170.shtml
39,15,6,6,0.615,3,0,9,1,32,9,2,4,0.281,0,0,9,7,/boxes/TEX/TEX201409100.shtml
30,5,1,5,0.267,0,0,8,5,30,9,3,5,0.5,0,1,9,1,/boxes/HOU/HOU201406110.shtml
36,9,2,10,0.306,0,0,8.2,5,35,11,7,4,0.457,0,0,9,2,/boxes/NYA/NYA201406200.shtml
32,7,2,8,0.406,0,0,9,1,32,7,2,7,0.219,1,1,9,2,/boxes/KCA/KCA201406220.shtml
32,5,2,8,0.219,0,0,8,1,30,8,1,7,0.367,0,0,9,1,/boxes/BAL/BAL201408010.shtml
35,8,6,5,0.371,1,0,8,7,31,8,5,8,0.613,0,1,9,4,/boxes/CHN/CHN201406050.shtml
35,9,3,6,0.343,0,1,9,5,36,9,5,6,0.333,0,0,9,6,/boxes/BAL/BAL201405140.shtml
32,8,3,11,0.406,1,0,8,7,32,9,1,3,0.781,0,0,9,1,/boxes/NYA/NYA201405170.shtml
33,6,3,9,0.394,1,0,9,0,32,3,0,12,0.125,0,0,9,5,/boxes/SDN/SDN201406060.shtml
36,9,4,14,0.306,0,0,9,3,33,8,1,3,0.424,0,0,9,2,/boxes/CHN/CHN201405160.shtml
38,12,4,9,0.368,1,0,9,1,31,4,2,9,0.161,1,0,9,4,/boxes/CIN/CIN201407250.shtml
33,6,2,9,0.273,0,0,8,7,33,11,3,12,0.667,0,0,9,2,/boxes/BAL/BAL201409200.shtml
31,7,5,5,0.387,0,0,9,1,33,6,0,8,0.242,0,0,9,4,/boxes/CHN/CHN201406250.shtml
35,11,3,9,0.457,0,1,8,7,31,8,2,9,0.484,0,0,9,6,/boxes/HOU/HOU201404260.shtml
31,6,4,3,0.29,1,0,9,1,29,4,1,8,0.276,0,0,9,3,/boxes/LAN/LAN201405090.shtml
38,12,5,9,0.447,0,1,8,12,41,19,4,4,0.829,0,1,9,9,/boxes/DET/DET201406140.shtml
32,5,1,10,0.25,0,0,8,4,29,8,4,9,0.517,1,0,9,1,/boxes/MIN/MIN201408210.shtml
40,12,4,11,0.4,1,0,9,4,36,9,4,8,0.361,0,0,9,7,/boxes/TBA/TBA201408290.shtml
41,16,7,10,0.537,3,1,9,3,33,5,5,11,0.182,3,0,9,10,/boxes/SDN/SDN201406020.shtml
38,9,5,8,0.421,0,0,9,4,33,9,3,8,0.455,0,0,9,5,/boxes/SFN/SFN201404280.shtml
35,8,2,9,0.429,0,0,8,4,31,8,4,3,0.258,2,0,9,2,/boxes/SLN/SLN201408150.shtml
34,11,6,6,0.706,0,1,9,6,37,9,2,10,0.405,2,1,9,8,/boxes/TEX/TEX201406250.shtml
34,10,0,11,0.412,0,0,8,7,34,9,5,7,0.5,1,0,9,4,/boxes/SFN/SFN201407130.shtml
34,9,7,7,0.529,0,1,9,3,33,7,2,9,0.333,0,0,9,4,/boxes/TOR/TOR201405090.shtml
33,7,3,13,0.333,1,0,8,4,27,9,4,4,0.37,2,1,9,2,/boxes/TBA/TBA201406220.shtml
50,13,5,6,0.26,0,0,13,2,47,11,4,15,0.34,0,1,13,3,/boxes/CHN/CHN201405210.shtml
33,8,1,10,0.364,0,1,8,2,31,7,7,5,0.258,1,1,9,3,/boxes/ATL/ATL201406300.shtml
36,9,1,9,0.361,0,0,8,10,43,19,4,6,0.698,1,0,9,4,/boxes/MIN/MIN201409030.shtml
30,3,3,12,0.1,0,0,8,3,33,9,3,6,0.485,0,0,9,0,/boxes/TBA/TBA201406190.shtml
35,9,0,11,0.457,1,0,8,6,34,12,6,5,0.441,0,0,9,2,/boxes/SFN/SFN201409110.shtml
33,8,0,8,0.273,1,1,8,4,29,7,4,4,0.345,2,0,9,2,/boxes/HOU/HOU201408280.shtml
32,5,1,13,0.313,0,0,8,5,34,12,1,7,0.647,0,1,9,2,/boxes/LAN/LAN201404230.shtml
37,12,4,8,0.622,0,0,9,3,35,10,4,7,0.429,0,0,9,6,/boxes/BOS/BOS201407080.shtml
40,14,3,7,0.425,0,0,8,6,32,9,6,9,0.406,0,0,9,5,/boxes/WAS/WAS201406170.shtml
30,3,2,11,0.133,1,0,8,9,36,12,5,6,0.583,0,0,9,0,/boxes/SFN/SFN201409120.shtml
34,7,6,11,0.265,1,0,8,4,28,6,1,5,0.393,0,1,9,2,/boxes/KCA/KCA201404300.shtml
30,3,0,5,0.1,1,0,8,2,30,7,1,6,0.333,0,0,9,0,/boxes/OAK/OAK201405072.shtml
36,9,4,11,0.361,0,0,8,6,35,11,6,6,0.514,0,0,9,2,/boxes/ATL/ATL201409240.shtml
32,5,1,11,0.281,0,0,8,5,28,6,3,10,0.393,1,2,9,3,/boxes/CHN/CHN201406240.shtml
38,11,5,10,0.605,0,0,9,4,31,6,4,6,0.419,1,0,9,10,/boxes/HOU/HOU201406300.shtml
37,9,3,8,0.595,1,0,9,1,33,7,3,6,0.333,0,0,9,5,/boxes/NYA/NYA201406210.shtml
32,7,4,9,0.219,0,0,9,0,30,4,4,5,0.133,0,0,9,0,/boxes/NYA/NYA201409070.shtml
32,8,2,7,0.313,1,0,9,2,33,7,2,7,0.273,1,0,9,3,/boxes/SEA/SEA201406100.shtml
37,13,2,9,0.514,0,1,9,1,31,7,1,3,0.258,0,0,9,8,/boxes/MIL/MIL201409070.shtml
39,14,4,4,0.513,0,0,8.2,9,41,15,2,7,0.488,1,0,9,9,/boxes/COL/COL201409010.shtml
35,11,5,14,0.486,0,0,8,6,38,13,2,7,0.579,0,0,9,3,/boxes/ATL/ATL201404120.shtml
39,12,4,7,0.564,0,0,9,2,33,8,0,9,0.303,1,0,9,9,/boxes/SFN/SFN201406090.shtml
36,11,3,11,0.472,1,0,8,8,35,12,4,9,0.6,1,1,9,5,/boxes/PHI/PHI201407250.shtml
30,7,1,8,0.367,1,1,8,7,37,14,1,7,0.649,0,1,9,2,/boxes/CLE/CLE201409280.shtml
34,9,3,9,0.324,0,0,9,0,32,5,2,7,0.156,0,1,9,3,/boxes/SFN/SFN201409260.shtml
37,6,4,11,0.243,0,1,10.2,5,41,10,2,5,0.317,0,0,11,2,/boxes/TBA/TBA201405220.shtml
36,9,7,12,0.361,0,1,10,2,39,10,4,9,0.359,0,0,10,3,/boxes/SEA/SEA201407270.shtml
29,5,2,10,0.207,1,1,8,5,34,11,5,9,0.559,1,0,9,2,/boxes/KCA/KCA201409170.shtml
39,11,3,9,0.462,1,0,9,2,28,3,3,9,0.214,0,0,9,6,/boxes/CHN/CHN201404040.shtml
32,7,2,4,0.344,0,0,8,3,33,10,1,5,0.394,1,1,9,1,/boxes/PIT/PIT201408270.shtml
33,6,4,11,0.212,0,0,8,8,34,11,4,7,0.853,0,0,9,1,/boxes/COL/COL201404210.shtml
35,11,2,13,0.514,0,0,8,7,35,13,2,8,0.514,1,0,9,5,/boxes/CIN/CIN201408270.shtml
31,6,2,14,0.323,1,1,9,1,31,8,4,10,0.355,0,1,9,2,/boxes/WAS/WAS201404040.shtml
40,7,5,11,0.275,1,0,12,2,40,5,7,12,0.275,0,0,12,4,/boxes/LAN/LAN201404180.shtml
34,9,3,9,0.412,0,0,9,1,30,4,3,7,0.133,1,0,9,2,/boxes/ANA/ANA201409210.shtml
46,12,7,12,0.326,0,0,10.2,6,42,11,5,12,0.357,0,1,11,5,/boxes/CHA/CHA201404020.shtml
34,9,2,6,0.412,0,0,9,1,30,5,0,6,0.167,0,1,9,2,/boxes/ANA/ANA201408060.shtml
35,12,3,7,0.686,0,1,9,5,33,10,3,5,0.485,0,1,9,8,/boxes/ARI/ARI201404280.shtml
32,5,3,6,0.188,0,0,8,5,32,7,8,8,0.25,1,0,9,0,/boxes/MIN/MIN201406070.shtml
39,9,6,11,0.333,2,1,11,2,40,7,6,15,0.225,0,1,11,4,/boxes/CHN/CHN201409050.shtml
33,7,3,6,0.303,1,0,8,6,33,11,2,9,0.606,1,0,9,3,/boxes/MIA/MIA201405020.shtml
30,7,7,11,0.367,0,0,8,3,33,9,1,6,0.394,0,0,9,2,/boxes/KCA/KCA201407300.shtml
36,12,3,9,0.389,2,1,9,2,31,6,1,3,0.29,0,0,9,6,/boxes/TEX/TEX201405200.shtml
34,10,3,9,0.441,0,0,8,7,34,12,4,7,0.618,1,1,9,7,/boxes/SLN/SLN201408020.shtml
30,3,2,5,0.167,0,0,8,2,28,7,1,5,0.25,0,1,9,1,/boxes/KCA/KCA201410140.shtml
45,17,3,12,0.556,1,0,8.1,11,36,13,4,6,0.639,1,1,9,9,/boxes/COL/COL201405030.shtml
34,9,1,9,0.353,0,1,9,4,35,9,3,6,0.343,0,0,9,3,/boxes/OAK/OAK201409240.shtml
35,7,3,8,0.371,2,2,10,5,35,9,5,10,0.4,1,0,10,6,/boxes/TEX/TEX201404120.shtml
32,6,2,9,0.219,2,0,9,2,33,7,4,5,0.364,0,0,9,2,/boxes/NYN/NYN201405240.shtml
32,6,1,12,0.375,0,0,8,7,36,13,3,5,0.417,0,0,9,3,/boxes/TBA/TBA201404220.shtml
33,7,1,13,0.485,1,0,9,1,32,7,2,6,0.25,0,0,9,5,/boxes/SLN/SLN201408301.shtml
29,4,2,9,0.172,0,0,8,3,27,5,2,6,0.296,1,0,9,1,/boxes/SEA/SEA201405280.shtml
33,7,1,7,0.364,0,0,8,4,33,12,2,5,0.455,0,0,9,3,/boxes/PIT/PIT201405070.shtml
35,11,3,7,0.486,0,0,9,2,35,10,1,4,0.457,0,0,9,6,/boxes/ARI/ARI201409120.shtml
34,8,0,11,0.382,0,0,8,3,34,10,2,10,0.382,0,0,9,2,/boxes/ATL/ATL201405230.shtml
30,4,0,6,0.167,0,0,8,6,31,8,3,11,0.484,0,0,9,0,/boxes/CLE/CLE201408160.shtml
34,9,5,6,0.382,1,0,9,0,30,3,4,12,0.167,0,0,9,2,/boxes/PHI/PHI201405230.shtml
34,11,3,3,0.353,0,1,9,1,30,6,3,6,0.233,1,1,9,3,/boxes/LAN/LAN201408200.shtml
36,8,6,9,0.306,0,0,10,2,35,9,2,4,0.371,0,0,10,3,/boxes/BOS/BOS201405040.shtml
35,12,5,9,0.543,1,1,8,9,35,13,4,6,0.514,0,0,9,3,/boxes/PIT/PIT201405210.shtml
32,6,1,9,0.219,1,1,8,2,26,5,5,8,0.308,1,2,9,1,/boxes/SLN/SLN201406210.shtml
37,12,4,10,0.541,1,0,8,6,35,11,1,9,0.457,0,0,9,5,/boxes/NYN/NYN201408310.shtml
36,11,2,8,0.556,0,0,9,0,32,6,3,6,0.188,0,0,9,5,/boxes/MIN/MIN201408200.shtml
32,6,2,8,0.375,1,1,8,7,33,9,3,12,0.667,0,0,9,5,/boxes/ATL/ATL201408080.shtml
38,16,3,8,0.5,0,1,9,6,36,11,0,7,0.5,0,1,9,8,/boxes/MIA/MIA201409020.shtml
37,9,6,9,0.432,0,0,9,9,40,13,3,8,0.7,1,0,9,7,/boxes/CHA/CHA201404030.shtml
30,4,3,11,0.167,2,0,8,4,31,9,1,4,0.581,0,0,9,1,/boxes/TOR/TOR201407010.shtml
41,15,4,8,0.634,0,0,9,4,37,10,2,2,0.405,0,0,9,9,/boxes/DET/DET201409260.shtml
32,5,4,6,0.188,2,0,8,6,34,12,3,3,0.588,0,0,9,1,/boxes/ANA/ANA201405230.shtml
31,5,2,9,0.419,0,1,8,3,29,6,1,7,0.414,0,0,9,2,/boxes/ATL/ATL201408170.shtml
